 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Lofthiti (°C)	
22:50 04.12.2019 	 2,49 	 2,98 	 4 	 6 	 71 	 -0 	  
22:40 04.12.2019 	 2,44 	 2,93 	 3 	 4 	 118 	 0,4 	  
22:30 04.12.2019 	 2,39 	 2,88 	 5 	 7 	 96 	 -0,1 	  
22:20 04.12.2019 	 2,34 	 2,85 	 5 	 8 	 97 	 -0,6 	  
22:10 04.12.2019 	 2,29 	 2,82 	 6 	 8 	 97 	 -0,2 	  
22:00 04.12.2019 	 2,23 	 2,79 	 6 	 8 	 86 	 -0,2 	  
21:50 04.12.2019 	 2,18 	 2,77 	 6 	 8 	 81 	 -0,4 	  
21:40 04.12.2019 	 2,12 	 2,74 	 7 	 9 	 73 	 -0,6 	  
21:30 04.12.2019 	 2,06 	 2,73 	 7 	 9 	 71 	 -0,9 	  
21:20 04.12.2019 	 2,01 	 2,67 	 6 	 8 	 79 	 -0,7 	  
21:10 04.12.2019 	 1,96 	 2,61 	 5 	 6 	 79 	 -0,9 	  
21:00 04.12.2019 	 1,91 	 2,55 	 4 	 5 	 102 	 -0,9 	  
20:50 04.12.2019 	 1,86 	 2,5 	 3 	 4 	 114 	 -0,6 	  
20:40 04.12.2019 	 1,81 	 2,42 	 2 	 3 	 131 	 -1 	  
20:30 04.12.2019 	 1,76 	 2,35 	 2 	 4 	 182 	 -0,8 	  
20:20 04.12.2019 	 1,72 	 2,29 	 2 	 5 	 161 	 -0,6 	  
20:10 04.12.2019 	 1,68 	 2,22 	 4 	 5 	 95 	 -0,3 	  
20:00 04.12.2019 	 1,64 	 2,14 	 4 	 5 	 87 	 -0,8 	  
19:50 04.12.2019 	 1,61 	 2,1 	 2 	 4 	 116 	 -0,7 	  
19:40 04.12.2019 	 1,58 	 2,09 	 3 	 5 	 146 	 -1 	  
19:30 04.12.2019 	 1,56 	 2,04 	 3 	 4 	 151 	 -1 	  
19:20 04.12.2019 	 1,53 	 1,97 	 3 	 4 	 136 	 -0,3 	  
19:10 04.12.2019 	 1,52 	 1,93 	 4 	 5 	 142 	 -0,6 	  
19:00 04.12.2019 	 1,5 	 1,95 	 3 	 4 	 149 	 -0,4 	  
18:50 04.12.2019 	 1,5 	 1,98 	 3 	 4 	 151 	 -0,5 	  
18:40 04.12.2019 	 1,49 	 2 	 3 	 4 	 136 	 -0,3 	  
18:30 04.12.2019 	 1,49 	 1,97 	 2 	 4 	 144 	 -0,2 	  
18:20 04.12.2019 	 1,5 	 1,97 	 3 	 5 	 171 	 -0,3 	  
18:10 04.12.2019 	 1,51 	 1,96 	 3 	 5 	 191 	 -0,1 	  
18:00 04.12.2019 	 1,52 	 2 	 3 	 5 	 183 	 0,1 	  
17:50 04.12.2019 	 1,54 	 2,06 	 3 	 5 	 155 	 -0,3 	  
17:40 04.12.2019 	 1,57 	 2,13 	 3 	 4 	 143 	 -0,1 	  
17:30 04.12.2019 	 1,6 	 2,14 	 2 	 3 	 166 	 -0,2 	  
17:20 04.12.2019 	 1,63 	 2,19 	 3 	 4 	 198 	 -0,3 	  
17:10 04.12.2019 	 1,67 	 2,26 	 2 	 4 	 190 	 -0,5 	  
17:00 04.12.2019 	 1,71 	 2,28 	 3 	 4 	 140 	 -0,5 	  
16:50 04.12.2019 	 1,76 	 2,35 	 3 	 4 	 135 	 -0,7 	  
16:40 04.12.2019 	 1,81 	 2,38 	 4 	 5 	 139 	 -0,9 	  
16:30 04.12.2019 	 1,86 	 2,46 	 3 	 5 	 141 	 -0,8 	  
16:20 04.12.2019 	 1,92 	 2,49 	 3 	 4 	 141 	 -0,9 	  
16:10 04.12.2019 	 1,98 	 2,57 	 2 	 3 	 151 	 -0,8 	  
16:00 04.12.2019 	 2,04 	 2,63 	 4 	 7 	 188 	 -0,6 	  
15:50 04.12.2019 	 2,1 	 2,67 	 3 	 6 	 197 	 -0,4 	  
15:40 04.12.2019 	 2,17 	 2,72 	 2 	 4 	 173 	 -0,7 	  
15:30 04.12.2019 	 2,23 	 2,75 	 2 	 3 	 159 	 -0,9 	  
15:20 04.12.2019 	 2,29 	 2,81 	 3 	 4 	 140 	 -0,9 	  
15:10 04.12.2019 	 2,36 	 2,9 	 2 	 4 	 151 	 -1 	  
15:00 04.12.2019 	 2,42 	 2,94 	 2 	 4 	 174 	 -1 	  
14:50 04.12.2019 	 2,48 	 2,99 	 4 	 7 	 200 	 -1,2 	  
14:40 04.12.2019 	 2,54 	 3,05 	 4 	 5 	 195 	 -0,8 	  
14:30 04.12.2019 	 2,6 	 3,08 	 4 	 7 	 181 	 -0,9 	  
14:20 04.12.2019 	 2,66 	 3,13 	 3 	 5 	 160 	 -0,9 	  
14:10 04.12.2019 	 2,71 	 3,21 	 3 	 5 	 163 	 -0,8 	  
14:00 04.12.2019 	 2,76 	 3,32 	 5 	 7 	 196 	 -0,8 	  
13:50 04.12.2019 	 2,81 	 3,41 	 4 	 8 	 178 	 -0,1 	  
13:40 04.12.2019 	 2,85 	 3,46 	 3 	 5 	 162 	 -0,1 	  
13:30 04.12.2019 	 2,89 	 3,5 	 3 	 5 	 145 	 -0,1 	  
13:20 04.12.2019 	 2,93 	 3,56 	 2 	 4 	 140 	 -0,3 	  
13:10 04.12.2019 	 2,96 	 3,62 	 2 	 3 	 143 	 -0,2 	  
13:00 04.12.2019 	 2,99 	 3,67 	 2 	 3 	 144 	 -0,1 	  
12:50 04.12.2019 	 3,01 	 3,71 	 2 	 4 	 162 	 -0,2 	  
12:40 04.12.2019 	 3,03 	 3,74 	 3 	 5 	 174 	 -0,1 	  
12:30 04.12.2019 	 3,04 	 3,77 	 3 	 6 	 152 	 -0,1 	  
12:20 04.12.2019 	 3,05 	 3,73 	 3 	 4 	 140 	 -0,2 	  
12:10 04.12.2019 	 3,06 	 3,7 	 2 	 3 	 142 	 -0 	  
12:00 04.12.2019 	 3,05 	 3,69 	 2 	 3 	 166 	 -0,2 	  
11:50 04.12.2019 	 3,05 	 3,69 	 3 	 5 	 195 	 -0,3 	  
11:40 04.12.2019 	 3,04 	 3,69 	 3 	 4 	 180 	 -0,1 	  
11:30 04.12.2019 	 3,02 	 3,64 	 3 	 5 	 198 	 -0,1 	  
11:20 04.12.2019 	 3 	 3,62 	 3 	 4 	 219 	 -0,1 	  
11:10 04.12.2019 	 2,97 	 3,58 	 4 	 5 	 250 	 -0,1 	  
11:00 04.12.2019 	 2,95 	 3,48 	 3 	 6 	 290 	 0,3 	  
10:50 04.12.2019 	 2,91 	 3,45 	 1 	 4 	 140 	 -0,3 	  
10:40 04.12.2019 	 2,87 	 3,39 	 3 	 6 	 150 	 -0,4 	  
10:30 04.12.2019 	 2,83 	 3,34 	 5 	 7 	 140 	 -0,3 	  
10:20 04.12.2019 	 2,79 	 3,34 	 6 	 7 	 134 	 -0,4 	  
10:10 04.12.2019 	 2,74 	 3,28 	 6 	 10 	 148 	 -0,5 	  
10:00 04.12.2019 	 2,69 	 3,24 	 5 	 9 	 173 	 -0,4 	  
09:50 04.12.2019 	 2,64 	 3,18 	 4 	 9 	 177 	 0,9 	  
09:40 04.12.2019 	 2,58 	 3,15 	 2 	 5 	 182 	 0,8 	  
09:30 04.12.2019 	 2,53 	 3,1 	 3 	 5 	 174 	 0,8 	  
09:20 04.12.2019 	 2,47 	 3,09 	 3 	 5 	 147 	 0,7 	  
09:10 04.12.2019 	 2,41 	 3,04 	 4 	 4 	 128 	 1 	  
09:00 04.12.2019 	 2,35 	 3 	 3 	 4 	 130 	 0,8 	  
08:50 04.12.2019 	 2,3 	 2,94 	 3 	 4 	 123 	 0,6 	  
08:40 04.12.2019 	 2,24 	 2,9 	 3 	 4 	 125 	 1,1 	  
08:30 04.12.2019 	 2,18 	 2,83 	 3 	 4 	 129 	 0,8 	  
08:20 04.12.2019 	 2,12 	 2,75 	 3 	 4 	 132 	 0,6 	  
08:10 04.12.2019 	 2,07 	 2,67 	 3 	 3 	 133 	 0,8 	  
08:00 04.12.2019 	 2,01 	 2,64 	 3 	 4 	 130 	 1,1 	  
07:50 04.12.2019 	 1,96 	 2,61 	 3 	 4 	 134 	 0,7 	  
07:40 04.12.2019 	 1,91 	 2,56 	 3 	 4 	 134 	 0,6 	  
07:30 04.12.2019 	 1,86 	 2,48 	 3 	 4 	 132 	 0,5 	  
07:20 04.12.2019 	 1,82 	 2,4 	 4 	 4 	 133 	 0,7 	  
07:10 04.12.2019 	 1,77 	 2,31 	 3 	 4 	 128 	 0,7 	  
07:00 04.12.2019 	 1,73 	 2,25 	 3 	 4 	 130 	 0,7 	  
06:50 04.12.2019 	 1,7 	 2,19 	 3 	 4 	 136 	 1 	  
06:40 04.12.2019 	 1,66 	 2,17 	 4 	 4 	 134 	 1,1 	  
06:30 04.12.2019 	 1,63 	 2,13 	 2 	 3 	 145 	 1,2 	  
06:20 04.12.2019 	 1,61 	 2,06 	 1 	 2 	 153 	 1 	  
06:10 04.12.2019 	 1,59 	 2 	 2 	 3 	 164 	 1,1 	  
06:00 04.12.2019 	 1,57 	 1,94 	 2 	 3 	 211 	 1 	  
05:50 04.12.2019 	 1,56 	 1,95 	 3 	 6 	 243 	 1,1 	  
05:40 04.12.2019 	 1,55 	 2,01 	 6 	 8 	 263 	 1,3 	  
05:30 04.12.2019 	 1,55 	 2,06 	 6 	 9 	 249 	 1 	  
05:20 04.12.2019 	 1,55 	 2,07 	 4 	 7 	 224 	 0,8 	  
05:10 04.12.2019 	 1,56 	 2,08 	 4 	 7 	 217 	 0,8 	  
05:00 04.12.2019 	 1,58 	 2,07 	 4 	 7 	 216 	 0,8 	  
04:50 04.12.2019 	 1,59 	 2,11 	 5 	 8 	 206 	 0,9 	  
04:40 04.12.2019 	 1,62 	 2,16 	 3 	 5 	 203 	 1,8 	  
04:30 04.12.2019 	 1,64 	 2,23 	 4 	 6 	 199 	 1,8 	  
04:20 04.12.2019 	 1,68 	 2,29 	 4 	 6 	 188 	 1,9 	  
04:10 04.12.2019 	 1,71 	 2,32 	 4 	 7 	 195 	 2,2 	  
04:00 04.12.2019 	 1,75 	 2,33 	 3 	 7 	 209 	 2,4 	  
03:50 04.12.2019 	 1,8 	 2,34 	 2 	 3 	 218 	 2,4 	  
03:40 04.12.2019 	 1,85 	 2,39 	 3 	 4 	 233 	 2,5 	  
03:30 04.12.2019 	 1,9 	 2,41 	 3 	 4 	 224 	 2,6 	  
03:20 04.12.2019 	 1,95 	 2,47 	 3 	 4 	 195 	 2,4 	  
03:10 04.12.2019 	 2 	 2,53 	 3 	 5 	 187 	 2,3 	  
03:00 04.12.2019 	 2,06 	 2,54 	 4 	 5 	 189 	 2,1 	  
02:50 04.12.2019 	 2,12 	 2,6 	 4 	 6 	 192 	 2,2 	  
02:40 04.12.2019 	 2,17 	 2,61 	 4 	 6 	 192 	 2,5 	  
02:30 04.12.2019 	 2,23 	 2,64 	 3 	 4 	 182 	 2,5 	  
02:20 04.12.2019 	 2,29 	 2,71 	 3 	 4 	 185 	 2,5 	  
02:10 04.12.2019 	 2,35 	 2,74 	 3 	 4 	 185 	 2,7 	  
02:00 04.12.2019 	 2,4 	 2,81 	 3 	 5 	 193 	 2,7 	  
01:50 04.12.2019 	 2,46 	 2,88 	 4 	 6 	 200 	 3 	  
01:40 04.12.2019 	 2,51 	 3 	 4 	 6 	 196 	 2,7 	  
01:30 04.12.2019 	 2,56 	 3,08 	 3 	 5 	 189 	 2,2 	  
01:20 04.12.2019 	 2,6 	 3,16 	 3 	 4 	 175 	 2,2 	  
01:10 04.12.2019 	 2,65 	 3,2 	 3 	 4 	 164 	 2,2 	  
01:00 04.12.2019 	 2,69 	 3,27 	 3 	 5 	 172 	 2,6 	  
00:50 04.12.2019 	 2,73 	 3,3 	 3 	 5 	 217 	 3,4 	  
00:40 04.12.2019 	 2,76 	 3,36 	 5 	 7 	 243 	 3,6 	  
00:30 04.12.2019 	 2,79 	 3,38 	 5 	 7 	 245 	 3,5 	  
00:20 04.12.2019 	 2,81 	 3,41 	 6 	 8 	 255 	 3,6 	  
00:10 04.12.2019 	 2,84 	 3,46 	 9 	 11 	 263 	 3,2 	  
00:00 04.12.2019 	 2,85 	 3,46 	 10 	 13 	 262 	 3,4 	  
23:50 03.12.2019 	 2,86 	 3,45 	 8 	 13 	 253 	 3,7 	  
23:40 03.12.2019 	 2,87 	 3,43 	 6 	 8 	 252 	 3,8 	  
23:30 03.12.2019 	 2,87 	 3,46 	 8 	 12 	 255 	 3,5 	  
23:20 03.12.2019 	 2,86 	 3,47 	 8 	 11 	 271 	 3,3 	  
23:10 03.12.2019 	 2,85 	 3,48 	 10 	 13 	 270 	 2,7 	  
23:00 03.12.2019 	 2,84 	 3,44 	 10 	 14 	 259 	 2,9 	  
22:50 03.12.2019 	 2,82 	 3,4 	 9 	 12 	 243 	 2,8 	  
22:40 03.12.2019 	 2,79 	 3,33 	 9 	 11 	 263 	 4,3 	  
22:30 03.12.2019 	 2,76 	 3,29 	 9 	 11 	 281 	 4,4 	  
22:20 03.12.2019 	 2,73 	 3,25 	 8 	 11 	 268 	 4,5 	  
22:10 03.12.2019 	 2,69 	 3,21 	 7 	 9 	 249 	 4,8 	  
22:00 03.12.2019 	 2,65 	 3,18 	 7 	 9 	 253 	 4,8 	  
21:50 03.12.2019 	 2,6 	 3,15 	 7 	 10 	 252 	 4,8 	  
21:40 03.12.2019 	 2,55 	 3,11 	 9 	 12 	 252 	 4,7 	  
21:30 03.12.2019 	 2,5 	 3,08 	 9 	 12 	 252 	 4,8 	  
21:20 03.12.2019 	 2,44 	 3,02 	 9 	 11 	 267 	 5,2 	  
21:10 03.12.2019 	 2,39 	 2,96 	 9 	 12 	 273 	 5 	  
21:00 03.12.2019 	 2,33 	 2,94 	 7 	 9 	 265 	 4,8 	  
20:50 03.12.2019 	 2,27 	 2,87 	 9 	 13 	 267 	 4,4 	  
20:40 03.12.2019 	 2,21 	 2,83 	 7 	 9 	 262 	 4,9 	  
20:30 03.12.2019 	 2,15 	 2,78 	 7 	 11 	 257 	 4,4 	  
20:20 03.12.2019 	 2,09 	 2,71 	 7 	 10 	 265 	 4,8 	  
20:10 03.12.2019 	 2,02 	 2,65 	 6 	 9 	 267 	 4,5 	  
20:00 03.12.2019 	 1,96 	 2,59 	 5 	 8 	 263 	 4,8 	  
19:50 03.12.2019 	 1,91 	 2,58 	 6 	 9 	 254 	 4,6 	  
19:40 03.12.2019 	 1,85 	 2,54 	 8 	 10 	 259 	 4,7 	  
19:30 03.12.2019 	 1,79 	 2,47 	 8 	 10 	 260 	 4,5 	  
19:20 03.12.2019 	 1,74 	 2,44 	 7 	 10 	 263 	 4,3 	  
19:10 03.12.2019 	 1,69 	 2,36 	 8 	 10 	 265 	 4,4 	  
19:00 03.12.2019 	 1,64 	 2,29 	 8 	 11 	 261 	 4,3 	  
18:50 03.12.2019 	 1,59 	 2,2 	 11 	 13 	 264 	 4,2 	  
18:40 03.12.2019 	 1,55 	 2,14 	 11 	 13 	 263 	 4,3 	  
18:30 03.12.2019 	 1,51 	 2,07 	 10 	 12 	 263 	 4,4 	  
18:20 03.12.2019 	 1,48 	 2 	 9 	 11 	 261 	 4,6 	  
18:10 03.12.2019 	 1,45 	 1,94 	 9 	 12 	 266 	 4,8 	  
18:00 03.12.2019 	 1,43 	 1,92 	 8 	 11 	 263 	 4,9 	  
17:50 03.12.2019 	 1,41 	 1,89 	 5 	 9 	 256 	 5 	  
17:40 03.12.2019 	 1,4 	 1,9 	 3 	 5 	 240 	 5,1 	  
17:30 03.12.2019 	 1,39 	 1,89 	 3 	 4 	 213 	 5,1 	  
17:20 03.12.2019 	 1,39 	 1,89 	 2 	 4 	 211 	 5,1 	  
17:10 03.12.2019 	 1,39 	 1,89 	 2 	 4 	 214 	 5,2 	  
17:00 03.12.2019 	 1,41 	 1,92 	 2 	 3 	 240 	 5,1 	  
16:50 03.12.2019 	 1,42 	 1,94 	 2 	 3 	 242 	 5,2 	  
16:40 03.12.2019 	 1,45 	 2,01 	 1 	 3 	 188 	 5,4 	  
16:30 03.12.2019 	 1,48 	 2,06 	 2 	 4 	 146 	 5,5 	  
16:20 03.12.2019 	 1,51 	 2,14 	 3 	 4 	 140 	 5,5 	  
16:10 03.12.2019 	 1,55 	 2,19 	 3 	 4 	 140 	 5,7 	  
16:00 03.12.2019 	 1,6 	 2,25 	 2 	 4 	 141 	 5,8 	  
15:50 03.12.2019 	 1,65 	 2,31 	 2 	 3 	 135 	 5,8 	  
15:40 03.12.2019 	 1,71 	 2,36 	 3 	 4 	 138 	 5,9 	  
15:30 03.12.2019 	 1,77 	 2,42 	 2 	 3 	 139 	 6 	  
15:20 03.12.2019 	 1,83 	 2,48 	 2 	 3 	 157 	 6 	  
15:10 03.12.2019 	 1,9 	 2,55 	 2 	 4 	 155 	 6,2 	  
15:00 03.12.2019 	 1,97 	 2,64 	 2 	 3 	 137 	 5,9 	  
14:50 03.12.2019 	 2,04 	 2,7 	 2 	 3 	 129 	 5,9 	  
14:40 03.12.2019 	 2,11 	 2,74 	 2 	 3 	 119 	 5,8 	  
14:30 03.12.2019 	 2,19 	 2,78 	 2 	 2 	 126 	 5,8 	  
14:20 03.12.2019 	 2,26 	 2,81 	 2 	 3 	 134 	 5,8 	  
14:10 03.12.2019 	 2,34 	 2,86 	 3 	 4 	 104 	 5,8 	  
14:00 03.12.2019 	 2,42 	 2,92 	 4 	 5 	 88 	 5,9 	  
13:50 03.12.2019 	 2,49 	 3,01 	 4 	 5 	 89 	 5,9 	  
13:40 03.12.2019 	 2,56 	 3,07 	 4 	 5 	 82 	 5,7 	  
13:30 03.12.2019 	 2,63 	 3,14 	 3 	 3 	 113 	 5,9 	  
13:20 03.12.2019 	 2,7 	 3,19 	 3 	 5 	 138 	 6,3 	  
13:10 03.12.2019 	 2,77 	 3,24 	 4 	 5 	 143 	 6,3 	  
13:00 03.12.2019 	 2,83 	 3,31 	 4 	 5 	 143 	 6,2 	  
12:50 03.12.2019 	 2,89 	 3,38 	 4 	 6 	 142 	 6,2 	  
12:40 03.12.2019 	 2,95 	 3,47 	 5 	 7 	 139 	 6,3 	  
12:30 03.12.2019 	 3 	 3,54 	 5 	 6 	 136 	 6,5 	  
12:20 03.12.2019 	 3,05 	 3,6 	 4 	 5 	 137 	 6,3 	  
12:10 03.12.2019 	 3,09 	 3,67 	 4 	 6 	 135 	 6,1 	  
12:00 03.12.2019 	 3,13 	 3,71 	 3 	 5 	 131 	 6,3 	  
11:50 03.12.2019 	 3,16 	 3,75 	 4 	 5 	 122 	 6,4 	  
11:40 03.12.2019 	 3,19 	 3,78 	 4 	 5 	 120 	 6,5 	  
11:30 03.12.2019 	 3,21 	 3,78 	 4 	 5 	 130 	 7 	  
11:20 03.12.2019 	 3,22 	 3,8 	 4 	 5 	 136 	 7 	  
11:10 03.12.2019 	 3,23 	 3,79 	 4 	 6 	 149 	 7,2 	  
11:00 03.12.2019 	 3,23 	 3,82 	 3 	 6 	 170 	 7 	  
10:50 03.12.2019 	 3,23 	 3,78 	 4 	 7 	 169 	 6,9 	  
10:40 03.12.2019 	 3,22 	 3,74 	 3 	 5 	 191 	 7 	  
10:30 03.12.2019 	 3,21 	 3,71 	 4 	 7 	 186 	 7,7 	  
10:20 03.12.2019 	 3,19 	 3,67 	 5 	 9 	 164 	 7,8 	  
10:10 03.12.2019 	 3,16 	 3,65 	 4 	 6 	 160 	 7,6 	  
10:00 03.12.2019 	 3,13 	 3,58 	 3 	 5 	 156 	 7,5 	  
09:50 03.12.2019 	 3,09 	 3,55 	 4 	 7 	 160 	 7,4 	  
09:40 03.12.2019 	 3,05 	 3,5 	 5 	 10 	 167 	 7,5 	  
09:30 03.12.2019 	 3 	 3,44 	 4 	 7 	 152 	 7,4 	  
09:20 03.12.2019 	 2,95 	 3,41 	 4 	 6 	 136 	 7,2 	  
09:10 03.12.2019 	 2,9 	 3,35 	 4 	 7 	 138 	 7,2 	  
09:00 03.12.2019 	 2,84 	 3,3 	 3 	 4 	 161 	 7,4 	  
08:50 03.12.2019 	 2,78 	 3,25 	 4 	 6 	 166 	 7,5 	  
08:40 03.12.2019 	 2,71 	 3,18 	 4 	 6 	 153 	 7,6 	  
08:30 03.12.2019 	 2,64 	 3,12 	 4 	 6 	 155 	 7,6 	  
08:20 03.12.2019 	 2,58 	 3,07 	 4 	 6 	 163 	 7,5 	  
08:10 03.12.2019 	 2,5 	 3,02 	 4 	 7 	 179 	 7,6 	  
08:00 03.12.2019 	 2,43 	 2,97 	 5 	 8 	 191 	 7,7 	  
07:50 03.12.2019 	 2,36 	 2,91 	 6 	 9 	 196 	 7,8 	  
07:40 03.12.2019 	 2,29 	 2,81 	 6 	 10 	 194 	 7,7 	  
07:30 03.12.2019 	 2,21 	 2,77 	 6 	 11 	 197 	 7,6 	  
07:20 03.12.2019 	 2,14 	 2,7 	 6 	 10 	 199 	 7,5 	  
07:10 03.12.2019 	 2,07 	 2,6 	 6 	 10 	 194 	 7,5 	  
07:00 03.12.2019 	 1,99 	 2,53 	 6 	 10 	 194 	 7,7 	  
06:50 03.12.2019 	 1,92 	 2,49 	 6 	 11 	 187 	 7,9 	  
06:40 03.12.2019 	 1,86 	 2,43 	 6 	 11 	 179 	 7,8 	  
06:30 03.12.2019 	 1,79 	 2,34 	 6 	 11 	 180 	 7,8 	  
06:20 03.12.2019 	 1,73 	 2,26 	 6 	 11 	 184 	 8 	  
06:10 03.12.2019 	 1,67 	 2,14 	 6 	 10 	 175 	 8,1 	  
06:00 03.12.2019 	 1,61 	 2,04 	 5 	 8 	 173 	 8,2 	  
05:50 03.12.2019 	 1,56 	 1,96 	 5 	 10 	 176 	 8 	  
05:40 03.12.2019 	 1,51 	 1,89 	 4 	 7 	 168 	 7,9 	  
05:30 03.12.2019 	 1,47 	 1,87 	 5 	 9 	 168 	 7,8 	  
05:20 03.12.2019 	 1,43 	 1,82 	 4 	 9 	 167 	 7,6 	  
05:10 03.12.2019 	 1,4 	 1,77 	 4 	 7 	 158 	 7,6 	  
05:00 03.12.2019 	 1,38 	 1,79 	 4 	 8 	 167 	 7,5 	  
04:50 03.12.2019 	 1,36 	 1,75 	 4 	 8 	 175 	 7,9 	  
04:40 03.12.2019 	 1,35 	 1,78 	 4 	 7 	 164 	 8 	  
04:30 03.12.2019 	 1,34 	 1,84 	 5 	 10 	 187 	 8,2 	  
04:20 03.12.2019 	 1,34 	 1,84 	 5 	 10 	 175 	 8,3 	  
04:10 03.12.2019 	 1,35 	 1,83 	 5 	 9 	 177 	 8 	  
04:00 03.12.2019 	 1,37 	 1,89 	 6 	 11 	 176 	 8,1 	  
03:50 03.12.2019 	 1,39 	 1,88 	 5 	 9 	 168 	 8,1 	  
03:40 03.12.2019 	 1,42 	 1,93 	 5 	 8 	 172 	 8,3 	  
03:30 03.12.2019 	 1,45 	 1,97 	 6 	 11 	 180 	 8,4 	  
03:20 03.12.2019 	 1,49 	 2,03 	 7 	 13 	 191 	 8,9 	  
03:10 03.12.2019 	 1,54 	 2,09 	 8 	 13 	 192 	 8,8 	  
03:00 03.12.2019 	 1,59 	 2,13 	 8 	 13 	 192 	 8,7 	  
02:50 03.12.2019 	 1,65 	 2,19 	 7 	 12 	 188 	 8,5 	  
02:40 03.12.2019 	 1,71 	 2,23 	 7 	 13 	 176 	 8,4 	  
02:30 03.12.2019 	 1,77 	 2,29 	 7 	 11 	 171 	 8,5 	  
02:20 03.12.2019 	 1,84 	 2,32 	 6 	 11 	 172 	 8,8 	  
02:10 03.12.2019 	 1,91 	 2,41 	 6 	 11 	 170 	 8,9 	  
02:00 03.12.2019 	 1,98 	 2,45 	 7 	 12 	 184 	 8,9 	  
01:50 03.12.2019 	 2,05 	 2,54 	 7 	 12 	 187 	 9,1 	  
01:40 03.12.2019 	 2,12 	 2,6 	 8 	 14 	 185 	 9 	  
01:30 03.12.2019 	 2,2 	 2,64 	 8 	 14 	 188 	 9,1 	  
01:20 03.12.2019 	 2,27 	 2,71 	 8 	 13 	 182 	 9,1 	  
01:10 03.12.2019 	 2,34 	 2,81 	 10 	 17 	 185 	 9,2 	  
01:00 03.12.2019 	 2,42 	 2,92 	 8 	 15 	 181 	 8,9 	  
00:50 03.12.2019 	 2,49 	 3,02 	 7 	 13 	 176 	 9,1 	  
00:40 03.12.2019 	 2,55 	 3,1 	 6 	 12 	 176 	 9 	  
00:30 03.12.2019 	 2,62 	 3,17 	 7 	 13 	 179 	 9 	  
00:20 03.12.2019 	 2,68 	 3,24 	 7 	 13 	 170 	 9,2 	  
00:10 03.12.2019 	 2,74 	 3,24 	 8 	 15 	 177 	 9,5 	  
00:00 03.12.2019 	 2,79 	 3,31 	 8 	 15 	 177 	 9,4 	  
23:50 02.12.2019 	 2,84 	 3,36 	 7 	 15 	 181 	 9,5 	  
23:40 02.12.2019 	 2,88 	 3,42 	 7 	 14 	 179 	 9,6 	  
23:30 02.12.2019 	 2,92 	 3,45 	 8 	 14 	 184 	 9,7 	  
23:20 02.12.2019 	 2,96 	 3,48 	 8 	 15 	 182 	 9,7 	  
23:10 02.12.2019 	 2,99 	 3,47 	 7 	 13 	 179 	 9,7 	  
23:00 02.12.2019 	 3,01 	 3,52 	 9 	 15 	 182 	 9,8 	  
22:50 02.12.2019 	 3,02 	 3,51 	 7 	 13 	 181 	 9,7 	  
22:40 02.12.2019 	 3,03 	 3,53 	 8 	 15 	 186 	 9,8 	  
22:30 02.12.2019 	 3,04 	 3,56 	 7 	 15 	 173 	 9,8 	  
22:20 02.12.2019 	 3,03 	 3,51 	 7 	 12 	 174 	 9,7 	  
22:10 02.12.2019 	 3,02 	 3,5 	 9 	 20 	 179 	 9,7 	  
22:00 02.12.2019 	 3,01 	 3,46 	 8 	 16 	 176 	 10 	  
21:50 02.12.2019 	 2,98 	 3,42 	 8 	 14 	 179 	 9,8 	  
21:40 02.12.2019 	 2,95 	 3,43 	 7 	 13 	 176 	 10 	  
21:30 02.12.2019 	 2,92 	 3,38 	 8 	 16 	 178 	 10,1 	  
21:20 02.12.2019 	 2,88 	 3,36 	 7 	 14 	 162 	 10,2 	  
21:10 02.12.2019 	 2,83 	 3,29 	 7 	 13 	 163 	 10,4 	  
21:00 02.12.2019 	 2,78 	 3,26 	 4 	 10 	 156 	 10,5 	  
20:50 02.12.2019 	 2,73 	 3,2 	 4 	 7 	 131 	 10,2 	  
20:40 02.12.2019 	 2,67 	 3,13 	 4 	 10 	 135 	 10,1 	  
20:30 02.12.2019 	 2,61 	 3,15 	 6 	 11 	 142 	 10,3 	  
20:20 02.12.2019 	 2,54 	 3,06 	 6 	 11 	 143 	 10,3 	  
20:10 02.12.2019 	 2,47 	 3,01 	 7 	 11 	 144 	 10,5 	  
20:00 02.12.2019 	 2,4 	 2,9 	 6 	 10 	 143 	 10,5 	  
19:50 02.12.2019 	 2,32 	 2,8 	 6 	 11 	 143 	 10 	  
19:40 02.12.2019 	 2,25 	 2,74 	 5 	 10 	 160 	 9,9 	  
19:30 02.12.2019 	 2,17 	 2,65 	 6 	 11 	 173 	 10 	  
19:20 02.12.2019 	 2,09 	 2,56 	 5 	 9 	 173 	 10 	  
19:10 02.12.2019 	 2,02 	 2,47 	 5 	 10 	 176 	 9,9 	  
19:00 02.12.2019 	 1,94 	 2,39 	 7 	 14 	 177 	 9,8 	  
18:50 02.12.2019 	 1,86 	 2,29 	 7 	 13 	 187 	 9,9 	  
18:40 02.12.2019 	 1,79 	 2,25 	 7 	 13 	 192 	 10 	  
18:30 02.12.2019 	 1,71 	 2,18 	 7 	 11 	 193 	 9,9 	  
18:20 02.12.2019 	 1,64 	 2,13 	 8 	 17 	 196 	 9,9 	  
