 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	Sjavarhiti (degC)	Selta (PSU)	
20:20 23.12.2019 	 1,7 	 2,01 	 2 	 2 	 82 	 997 	 0,8 	 2,6 	 27,9 	  
20:10 23.12.2019 	 1,82 	 2,14 	 1 	 2 	 78 	 997 	 0,9 	 2,5 	 27,91 	  
20:00 23.12.2019 	 1,94 	 2,28 	 0 	 1 	 70 	 997 	 0,7 	 2,5 	 27,81 	  
19:50 23.12.2019 	 2,06 	 2,42 	 0 	 1 	 163 	 997 	 0,6 	 2,5 	 27,86 	  
19:40 23.12.2019 	 2,19 	 2,56 	 1 	 2 	 155 	 997 	 0,5 	 2,5 	 27,81 	  
19:30 23.12.2019 	 2,31 	 2,68 	 1 	 2 	 72 	 997 	 0,7 	 2,5 	 27,85 	  
19:20 23.12.2019 	 2,43 	 2,81 	 2 	 3 	 56 	 997 	 0,7 	 2,4 	 27,8 	  
19:10 23.12.2019 	 2,55 	 2,92 	 1 	 2 	 61 	 997 	 0,5 	 2,4 	 27,84 	  
19:00 23.12.2019 	 2,67 	 3,03 	 0 	 1 	 85 	 997 	 0,7 	 2,4 	 27,83 	  
18:50 23.12.2019 	 2,79 	 3,14 	 1 	 2 	 94 	 997 	 0,9 	 2,4 	 27,83 	  
18:40 23.12.2019 	 2,9 	 3,23 	 1 	 2 	 86 	 997 	 1,2 	 2,4 	 27,82 	  
18:30 23.12.2019 	 3 	 3,31 	 1 	 2 	 66 	 997 	 0,9 	 2,4 	 27,82 	  
18:20 23.12.2019 	 3,1 	 3,4 	 1 	 2 	 64 	 997 	 0,8 	 2,4 	 27,82 	  
18:10 23.12.2019 	 3,19 	 3,5 	 0 	 1 	 216 	 997 	 0,7 	 2,5 	 27,79 	  
18:00 23.12.2019 	 3,28 	 3,6 	 2 	 3 	 55 	 997 	 0,9 	 2,5 	 27,77 	  
17:50 23.12.2019 	 3,36 	 3,71 	 2 	 4 	 76 	 997 	 0,9 	 2,5 	 27,75 	  
17:40 23.12.2019 	 3,44 	 3,79 	 3 	 3 	 65 	 996 	 1 	 2,5 	 27,74 	  
17:30 23.12.2019 	 3,5 	 3,87 	 2 	 3 	 71 	 997 	 0,8 	 2,6 	 27,69 	  
17:20 23.12.2019 	 3,56 	 3,96 	 3 	 3 	 77 	 996 	 1 	 2,6 	 27,88 	  
17:10 23.12.2019 	 3,61 	 4,04 	 2 	 3 	 89 	 997 	 0,9 	 2,6 	 27,93 	  
17:00 23.12.2019 	 3,65 	 4,09 	 2 	 3 	 59 	 996 	 1 	 2,6 	 27,92 	  
16:50 23.12.2019 	 3,68 	 4,12 	 1 	 2 	 61 	 996 	 1 	 2,5 	 27,91 	  
16:40 23.12.2019 	 3,7 	 4,13 	 1 	 3 	 79 	 996 	 1,1 	 2,5 	 27,91 	  
16:30 23.12.2019 	 3,71 	 4,13 	 2 	 3 	 76 	 996 	 0,9 	 2,5 	 27,95 	  
16:20 23.12.2019 	 3,71 	 4,13 	 2 	 3 	 74 	 996 	 1 	 2,5 	 27,99 	  
16:10 23.12.2019 	 3,71 	 4,09 	 2 	 3 	 71 	 996 	 0,9 	 2,5 	 27,93 	  
16:00 23.12.2019 	 3,69 	 4,06 	 3 	 3 	 69 	 996 	 1 	 2,5 	 27,82 	  
15:50 23.12.2019 	 3,66 	 4,02 	 3 	 4 	 78 	 996 	 0,9 	 2,5 	 27,84 	  
15:40 23.12.2019 	 3,63 	 3,98 	 2 	 3 	 74 	 996 	 0,9 	 2,5 	 27,87 	  
15:30 23.12.2019 	 3,58 	 3,93 	 2 	 3 	 78 	 996 	 1,1 	 2,5 	 27,9 	  
15:20 23.12.2019 	 3,53 	 3,89 	 3 	 3 	 79 	 996 	 1,1 	 2,5 	 27,42 	  
15:10 23.12.2019 	 3,46 	 3,83 	 3 	 4 	 87 	 996 	 1,2 	 2,5 	 27,82 	  
15:00 23.12.2019 	 3,39 	 3,77 	 4 	 4 	 89 	 997 	 1 	 2,5 	 27,81 	  
14:50 23.12.2019 	 3,31 	 3,7 	 3 	 4 	 83 	 997 	 1,2 	 2,5 	 27,57 	  
14:40 23.12.2019 	 3,22 	 3,62 	 2 	 3 	 86 	 996 	 1,2 	 2,5 	 27,8 	  
14:30 23.12.2019 	 3,13 	 3,53 	 3 	 4 	 87 	 997 	 1,4 	 2,5 	 27,81 	  
14:20 23.12.2019 	 3,02 	 3,42 	 4 	 4 	 78 	 996 	 1,5 	 2,5 	 27,77 	  
14:10 23.12.2019 	 2,92 	 3,29 	 4 	 5 	 76 	 996 	 1,4 	 2,5 	 27,78 	  
14:00 23.12.2019 	 2,8 	 3,15 	 4 	 5 	 79 	 997 	 1,2 	 2,5 	 27,83 	  
13:50 23.12.2019 	 2,69 	 3 	 4 	 5 	 84 	 997 	 1,4 	 2,6 	 27,86 	  
13:40 23.12.2019 	 2,56 	 2,85 	 4 	 6 	 82 	 997 	 1,7 	 2,6 	 27,82 	  
13:30 23.12.2019 	 2,44 	 2,7 	 4 	 6 	 79 	 997 	 1,4 	 2,6 	 27,78 	  
13:20 23.12.2019 	 2,32 	 2,56 	 4 	 5 	 83 	 997 	 0,7 	 2,6 	 27,76 	  
13:10 23.12.2019 	 2,19 	 2,41 	 6 	 8 	 72 	 997 	 1,5 	 2,5 	 27,67 	  
13:00 23.12.2019 	 2,07 	 2,29 	 5 	 6 	 71 	 997 	 1,8 	 2,5 	 27,66 	  
12:50 23.12.2019 	 1,95 	 2,18 	 6 	 8 	 78 	 997 	 1,7 	 2,5 	 27,72 	  
12:40 23.12.2019 	 1,83 	 2,07 	 6 	 9 	 77 	 997 	 1,6 	 2,5 	 27,78 	  
12:30 23.12.2019 	 1,71 	 1,96 	 8 	 10 	 73 	 997 	 1,9 	 2,5 	 28,02 	  
12:20 23.12.2019 	 1,6 	 1,87 	 8 	 10 	 73 	 997 	 2,1 	 2,5 	 28,01 	  
12:10 23.12.2019 	 1,5 	 1,8 	 7 	 10 	 71 	 997 	 2,2 	 2,6 	 27,88 	  
12:00 23.12.2019 	 1,4 	 1,71 	 6 	 10 	 75 	 997 	 2,2 	 2,8 	 28,03 	  
11:50 23.12.2019 	 1,31 	 1,64 	 6 	 8 	 84 	 997 	 1,6 	 2,9 	 27,92 	  
11:40 23.12.2019 	 1,22 	 1,56 	 8 	 11 	 73 	 997 	 2,2 	 2,7 	 28,1 	  
11:30 23.12.2019 	 1,15 	 1,48 	 8 	 12 	 77 	 997 	 2,4 	 2,6 	 27,85 	  
11:20 23.12.2019 	 1,08 	 1,41 	 9 	 12 	 75 	 996 	 2,2 	 2,6 	 27,71 	  
11:10 23.12.2019 	 1,02 	 1,33 	 8 	 11 	 70 	 996 	 2,4 	 2,6 	 27,91 	  
11:00 23.12.2019 	 0,98 	 1,3 	 6 	 10 	 75 	 996 	 2,1 	 2,5 	 27,83 	  
10:50 23.12.2019 	 0,94 	 1,23 	 6 	 9 	 81 	 996 	 2 	 2,5 	 27,71 	  
10:40 23.12.2019 	 0,91 	 1,2 	 6 	 9 	 77 	 996 	 2,1 	 2,7 	 28,31 	  
10:30 23.12.2019 	 0,9 	 1,16 	 5 	 6 	 86 	 996 	 1,7 	 2,9 	 28,31 	  
10:20 23.12.2019 	 0,89 	 1,14 	 5 	 6 	 84 	 996 	 1 	 2,9 	 28,34 	  
10:10 23.12.2019 	 0,9 	 1,14 	 5 	 7 	 80 	 996 	 0,8 	 2,8 	 28,29 	  
10:00 23.12.2019 	 0,91 	 1,14 	 4 	 5 	 84 	 996 	 1,2 	 2,7 	 28,33 	  
09:50 23.12.2019 	 0,94 	 1,17 	 5 	 8 	 78 	 996 	 1,8 	 2,7 	 28,26 	  
09:40 23.12.2019 	 0,98 	 1,19 	 6 	 8 	 75 	 996 	 1,7 	 2,6 	 28,37 	  
09:30 23.12.2019 	 1,03 	 1,26 	 7 	 10 	 77 	 996 	 1,8 	 2,6 	 28,46 	  
09:20 23.12.2019 	 1,09 	 1,33 	 9 	 11 	 75 	 996 	 1,9 	 2,5 	 28,35 	  
09:10 23.12.2019 	 1,15 	 1,41 	 9 	 11 	 76 	 996 	 2,1 	 2,5 	 28,39 	  
09:00 23.12.2019 	 1,23 	 1,52 	 9 	 11 	 74 	 996 	 2,2 	 2,5 	 28,31 	  
08:50 23.12.2019 	 1,31 	 1,62 	 7 	 11 	 76 	 996 	 2 	 2,5 	 28,38 	  
08:40 23.12.2019 	 1,41 	 1,76 	 8 	 11 	 78 	 996 	 0,9 	 2,5 	 28,32 	  
08:30 23.12.2019 	 1,5 	 1,87 	 10 	 13 	 70 	 996 	 2 	 2,4 	 28,38 	  
08:20 23.12.2019 	 1,61 	 2,02 	 10 	 14 	 73 	 996 	 2 	 2,4 	 28,36 	  
08:10 23.12.2019 	 1,72 	 2,15 	 9 	 13 	 78 	 996 	 1,8 	 2,4 	 28,39 	  
08:00 23.12.2019 	 1,83 	 2,28 	 8 	 11 	 82 	 996 	 1,8 	 2,4 	 28,41 	  
07:50 23.12.2019 	 1,95 	 2,4 	 10 	 14 	 72 	 996 	 1,8 	 2,3 	 28,36 	  
07:40 23.12.2019 	 2,07 	 2,53 	 10 	 12 	 69 	 995 	 1,8 	 2,4 	 28,35 	  
07:30 23.12.2019 	 2,19 	 2,66 	 9 	 11 	 69 	 995 	 1,8 	 2,4 	 28,37 	  
07:20 23.12.2019 	 2,32 	 2,76 	 11 	 14 	 72 	 995 	 1,9 	 2,4 	 28,34 	  
07:10 23.12.2019 	 2,44 	 2,9 	 10 	 15 	 75 	 995 	 1,8 	 2,4 	 28,35 	  
07:00 23.12.2019 	 2,56 	 2,99 	 9 	 12 	 78 	 995 	 1,8 	 2,4 	 28,34 	  
06:50 23.12.2019 	 2,68 	 3,1 	 10 	 13 	 76 	 995 	 1,8 	 2,4 	 28,34 	  
06:40 23.12.2019 	 2,8 	 3,21 	 11 	 14 	 74 	 995 	 1,9 	 2,4 	 28,35 	  
06:30 23.12.2019 	 2,91 	 3,3 	 11 	 14 	 72 	 995 	 1,9 	 2,4 	 28,36 	  
06:20 23.12.2019 	 3,02 	 3,42 	 10 	 14 	 75 	 995 	 1,9 	 2,4 	 28,34 	  
06:10 23.12.2019 	 3,12 	 3,51 	 9 	 12 	 79 	 995 	 1,7 	 2,4 	 28,32 	  
06:00 23.12.2019 	 3,22 	 3,64 	 10 	 13 	 79 	 995 	 1,7 	 2,4 	 28,37 	  
05:50 23.12.2019 	 3,31 	 3,71 	 10 	 15 	 72 	 995 	 1,9 	 2,3 	 28,32 	  
05:40 23.12.2019 	 3,4 	 3,8 	 9 	 13 	 79 	 995 	 1,8 	 2,3 	 28,32 	  
05:30 23.12.2019 	 3,47 	 3,89 	 11 	 15 	 75 	 995 	 1,7 	 2,3 	 28,33 	  
05:20 23.12.2019 	 3,55 	 3,96 	 11 	 15 	 71 	 995 	 1,7 	 2,4 	 28,33 	  
05:10 23.12.2019 	 3,61 	 4,04 	 8 	 12 	 77 	 995 	 1,5 	 2,3 	 28,32 	  
05:00 23.12.2019 	 3,66 	 4,1 	 9 	 15 	 74 	 995 	 1,6 	 2,3 	 28,34 	  
04:50 23.12.2019 	 3,71 	 4,15 	 11 	 14 	 71 	 995 	 1,7 	 2,3 	 27,93 	  
04:40 23.12.2019 	 3,75 	 4,18 	 12 	 14 	 69 	 995 	 1,5 	 2,3 	 28,16 	  
04:30 23.12.2019 	 3,78 	 4,2 	 8 	 12 	 75 	 995 	 1,4 	 2,4 	 28,36 	  
04:20 23.12.2019 	 3,8 	 4,21 	 10 	 14 	 73 	 995 	 1,5 	 2,4 	 28,33 	  
04:10 23.12.2019 	 3,81 	 4,21 	 11 	 15 	 73 	 995 	 1,3 	 2,4 	 28,33 	  
04:00 23.12.2019 	 3,81 	 4,22 	 11 	 14 	 72 	 995 	 1,2 	 2,3 	 28,35 	  
03:50 23.12.2019 	 3,8 	 4,2 	 10 	 14 	 71 	 995 	 1,3 	 2,4 	 28,33 	  
03:40 23.12.2019 	 3,78 	 4,18 	 11 	 14 	 71 	 995 	 1,4 	 2,4 	 28,34 	  
03:30 23.12.2019 	 3,76 	 4,15 	 11 	 14 	 64 	 994 	 1,3 	 2,4 	 28,36 	  
03:20 23.12.2019 	 3,72 	 4,12 	 8 	 13 	 70 	 994 	 1,4 	 2,4 	 28,36 	  
03:10 23.12.2019 	 3,67 	 4,04 	 8 	 13 	 81 	 995 	 1,3 	 2,3 	 28,36 	  
03:00 23.12.2019 	 3,62 	 3,99 	 9 	 13 	 78 	 995 	 1,3 	 2,3 	 28,38 	  
02:50 23.12.2019 	 3,56 	 3,91 	 9 	 14 	 74 	 995 	 1,3 	 2,3 	 28,37 	  
02:40 23.12.2019 	 3,49 	 3,85 	 9 	 14 	 77 	 995 	 1,4 	 2,3 	 28,39 	  
02:30 23.12.2019 	 3,41 	 3,75 	 8 	 11 	 67 	 995 	 1,3 	 2,3 	 28,37 	  
02:20 23.12.2019 	 3,32 	 3,65 	 8 	 13 	 69 	 995 	 1,4 	 2,3 	 28,39 	  
02:10 23.12.2019 	 3,22 	 3,55 	 9 	 14 	 73 	 995 	 1,6 	 2,3 	 28,36 	  
02:00 23.12.2019 	 3,12 	 3,44 	 9 	 15 	 69 	 995 	 1,3 	 2,3 	 28,38 	  
01:50 23.12.2019 	 3,02 	 3,32 	 8 	 12 	 69 	 994 	 1,2 	 2,3 	 28,39 	  
01:40 23.12.2019 	 2,91 	 3,21 	 10 	 15 	 69 	 995 	 1,2 	 2,3 	 28,37 	  
01:30 23.12.2019 	 2,79 	 3,11 	 11 	 18 	 65 	 995 	 1,3 	 2,3 	 28,39 	  
01:20 23.12.2019 	 2,67 	 2,98 	 10 	 16 	 65 	 994 	 1,2 	 2,3 	 28,31 	  
01:10 23.12.2019 	 2,55 	 2,86 	 11 	 16 	 66 	 994 	 1,3 	 2,2 	 28,28 	  
01:00 23.12.2019 	 2,43 	 2,74 	 11 	 16 	 64 	 994 	 1,3 	 2,3 	 28,28 	  
00:50 23.12.2019 	 2,31 	 2,64 	 11 	 17 	 63 	 994 	 1,3 	 2,3 	 28,16 	  
00:40 23.12.2019 	 2,19 	 2,5 	 10 	 16 	 65 	 994 	 1,4 	 2,3 	 28,43 	  
00:30 23.12.2019 	 2,07 	 2,38 	 13 	 19 	 64 	 994 	 1,5 	 2,2 	 29,39 	  
00:20 23.12.2019 	 1,95 	 2,28 	 11 	 17 	 63 	 994 	 1,5 	 2,2 	 28,47 	  
00:10 23.12.2019 	 1,83 	 2,16 	 13 	 19 	 60 	 994 	 1,5 	 2,2 	 28,43 	  
00:00 23.12.2019 	 1,72 	 2,05 	 13 	 20 	 59 	 994 	 1,4 	 2,2 	 28,43 	  
23:50 22.12.2019 	 1,61 	 1,93 	 13 	 19 	 57 	 993 	 1,3 	 2,2 	 28,43 	  
23:40 22.12.2019 	 1,51 	 1,84 	 13 	 19 	 61 	 993 	 1,4 	 2,3 	 28,42 	  
23:30 22.12.2019 	 1,42 	 1,71 	 13 	 19 	 62 	 994 	 1,5 	 2,3 	 28,41 	  
23:20 22.12.2019 	 1,33 	 1,63 	 14 	 19 	 63 	 994 	 1,4 	 2,3 	 28,4 	  
23:10 22.12.2019 	 1,24 	 1,53 	 14 	 19 	 62 	 993 	 1,8 	 2,4 	 28,43 	  
23:00 22.12.2019 	 1,17 	 1,47 	 14 	 19 	 62 	 993 	 1,8 	 2,3 	 28,47 	  
22:50 22.12.2019 	 1,1 	 1,4 	 14 	 19 	 62 	 993 	 2 	 2,3 	 28,43 	  
22:40 22.12.2019 	 1,05 	 1,34 	 13 	 20 	 59 	 993 	 2 	 2,4 	 28,44 	  
22:30 22.12.2019 	 1 	 1,3 	 12 	 17 	 62 	 993 	 2 	 2,4 	 28,42 	  
22:20 22.12.2019 	 0,96 	 1,26 	 12 	 17 	 62 	 993 	 2 	 2,3 	 28,5 	  
22:10 22.12.2019 	 0,93 	 1,24 	 12 	 18 	 63 	 993 	 2 	 2,3 	 28,39 	  
22:00 22.12.2019 	 0,91 	 1,22 	 13 	 20 	 58 	 993 	 2,1 	 2,3 	 28,4 	  
21:50 22.12.2019 	 0,9 	 1,21 	 11 	 20 	 57 	 993 	 2,1 	 2,4 	 28,36 	  
21:40 22.12.2019 	 0,91 	 1,2 	 12 	 20 	 60 	 993 	 2,1 	 2,5 	 28,4 	  
21:30 22.12.2019 	 0,92 	 1,2 	 10 	 18 	 62 	 993 	 2 	 2,5 	 28,29 	  
21:20 22.12.2019 	 0,94 	 1,2 	 10 	 20 	 61 	 993 	 2,3 	 2,5 	 28,31 	  
21:10 22.12.2019 	 0,97 	 1,24 	 12 	 21 	 59 	 992 	 2,3 	 2,5 	 28,3 	  
21:00 22.12.2019 	 1,01 	 1,27 	 11 	 17 	 57 	 992 	 2,2 	 2,5 	 28,35 	  
20:50 22.12.2019 	 1,06 	 1,32 	 12 	 19 	 56 	 992 	 2,4 	 2,5 	 28,39 	  
20:40 22.12.2019 	 1,12 	 1,37 	 12 	 17 	 59 	 992 	 2,3 	 2,4 	 28,36 	  
20:30 22.12.2019 	 1,18 	 1,46 	 11 	 20 	 55 	 992 	 2,5 	 2,4 	 28,35 	  
20:20 22.12.2019 	 1,26 	 1,56 	 12 	 18 	 57 	 992 	 2,4 	 2,3 	 28,39 	  
20:10 22.12.2019 	 1,34 	 1,65 	 12 	 18 	 56 	 992 	 2,7 	 2,3 	 28,32 	  
20:00 22.12.2019 	 1,42 	 1,75 	 12 	 18 	 55 	 992 	 2,6 	 2,3 	 28,07 	  
19:50 22.12.2019 	 1,52 	 1,86 	 12 	 24 	 50 	 991 	 2,6 	 2,2 	 27,96 	  
19:40 22.12.2019 	 1,62 	 1,98 	 13 	 19 	 54 	 991 	 2,7 	 2,2 	 27,96 	  
19:30 22.12.2019 	 1,72 	 2,1 	 13 	 20 	 51 	 991 	 2,7 	 2,2 	 27,96 	  
19:20 22.12.2019 	 1,83 	 2,21 	 13 	 20 	 51 	 991 	 2,6 	 2,2 	 27,96 	  
19:10 22.12.2019 	 1,93 	 2,33 	 13 	 20 	 53 	 991 	 2,6 	 2,1 	 27,92 	  
19:00 22.12.2019 	 2,04 	 2,44 	 13 	 21 	 50 	 991 	 2,6 	 2,2 	 28,01 	  
18:50 22.12.2019 	 2,16 	 2,57 	 14 	 21 	 53 	 990 	 2,4 	 2,2 	 28,08 	  
18:40 22.12.2019 	 2,27 	 2,67 	 13 	 21 	 50 	 990 	 2,5 	 2,3 	 28,05 	  
18:30 22.12.2019 	 2,38 	 2,78 	 13 	 21 	 52 	 990 	 2,7 	 2,3 	 28,09 	  
18:20 22.12.2019 	 2,49 	 2,89 	 13 	 20 	 53 	 990 	 2,5 	 2,2 	 28,12 	  
18:10 22.12.2019 	 2,6 	 2,99 	 14 	 21 	 52 	 990 	 2,7 	 2,2 	 28,12 	  
18:00 22.12.2019 	 2,7 	 3,08 	 13 	 20 	 51 	 990 	 2,6 	 2,2 	 28,16 	  
17:50 22.12.2019 	 2,8 	 3,17 	 14 	 22 	 50 	 990 	 2,6 	 2,2 	 28,05 	  
17:40 22.12.2019 	 2,9 	 3,28 	 13 	 20 	 50 	 989 	 2,5 	 2,2 	 29,93 	  
17:30 22.12.2019 	 3 	 3,38 	 15 	 23 	 47 	 989 	 2,5 	 2,2 	 29,9 	  
17:20 22.12.2019 	 3,09 	 3,45 	 15 	 22 	 47 	 989 	 2,5 	 2,2 	 29,92 	  
17:10 22.12.2019 	 3,17 	 3,57 	 14 	 21 	 48 	 989 	 2,4 	 2,2 	 29,91 	  
17:00 22.12.2019 	 3,25 	 3,67 	 14 	 23 	 48 	 989 	 2,8 	 2,2 	 29,92 	  
16:50 22.12.2019 	 3,32 	 3,75 	 13 	 20 	 48 	 989 	 2,5 	 2,2 	 28,67 	  
16:40 22.12.2019 	 3,38 	 3,81 	 14 	 19 	 46 	 989 	 2,7 	 2,2 	 28,11 	  
16:30 22.12.2019 	 3,44 	 3,9 	 14 	 20 	 47 	 989 	 2,7 	 2,2 	 28,1 	  
16:20 22.12.2019 	 3,49 	 3,95 	 14 	 20 	 47 	 989 	 2,7 	 2,1 	 28,05 	  
16:10 22.12.2019 	 3,53 	 3,98 	 14 	 23 	 45 	 988 	 2,7 	 2,2 	 28,03 	  
16:00 22.12.2019 	 3,56 	 4,01 	 13 	 21 	 47 	 989 	 2,5 	 2,2 	 28,03 	  
15:50 22.12.2019 	 3,59 	 4,04 	 13 	 20 	 47 	 989 	 2,5 	 2,2 	 28,05 	  
15:40 22.12.2019 	 3,61 	 4,05 	 12 	 21 	 45 	 988 	 2,5 	 2,2 	 28,08 	  
15:30 22.12.2019 	 3,61 	 4,03 	 12 	 19 	 47 	 988 	 2,6 	 2,2 	 28,19 	  
15:20 22.12.2019 	 3,61 	 4,02 	 12 	 20 	 46 	 988 	 2,7 	 2,3 	 28,03 	  
15:10 22.12.2019 	 3,6 	 4 	 12 	 20 	 45 	 988 	 2,7 	 2,3 	 28,05 	  
15:00 22.12.2019 	 3,58 	 3,99 	 13 	 21 	 46 	 988 	 2,5 	 2,3 	 28,03 	  
14:50 22.12.2019 	 3,56 	 3,96 	 12 	 20 	 49 	 988 	 2,4 	 2,3 	 28,04 	  
14:40 22.12.2019 	 3,52 	 3,94 	 13 	 21 	 47 	 988 	 2,6 	 2,3 	 28,06 	  
14:30 22.12.2019 	 3,47 	 3,92 	 13 	 23 	 47 	 988 	 2,4 	 2,2 	 27,64 	  
14:20 22.12.2019 	 3,42 	 3,88 	 14 	 22 	 46 	 988 	 2,4 	 2,3 	 27,68 	  
14:10 22.12.2019 	 3,36 	 3,84 	 14 	 22 	 49 	 988 	 2,5 	 2,3 	 28,1 	  
14:00 22.12.2019 	 3,29 	 3,79 	 15 	 23 	 50 	 988 	 2,4 	 2,2 	 28,13 	  
13:50 22.12.2019 	 3,21 	 3,72 	 14 	 22 	 47 	 988 	 2,3 	 2,2 	 28,1 	  
13:40 22.12.2019 	 3,13 	 3,62 	 16 	 22 	 47 	 987 	 2,2 	 2,3 	 28,09 	  
13:30 22.12.2019 	 3,04 	 3,5 	 15 	 21 	 48 	 987 	 2,4 	 2,3 	 28,16 	  
13:20 22.12.2019 	 2,95 	 3,38 	 16 	 22 	 51 	 987 	 2,2 	 2,2 	 28,13 	  
13:10 22.12.2019 	 2,85 	 3,25 	 15 	 24 	 49 	 987 	 2,2 	 2,2 	 28,15 	  
13:00 22.12.2019 	 2,74 	 3,11 	 16 	 25 	 50 	 987 	 2,2 	 2,2 	 28,12 	  
12:50 22.12.2019 	 2,64 	 2,96 	 15 	 23 	 47 	 987 	 2,2 	 2,1 	 28,12 	  
12:40 22.12.2019 	 2,53 	 2,8 	 15 	 23 	 46 	 987 	 2 	 2,1 	 28,12 	  
12:30 22.12.2019 	 2,42 	 2,67 	 16 	 25 	 45 	 987 	 2,2 	 2,2 	 28,16 	  
12:20 22.12.2019 	 2,31 	 2,56 	 15 	 24 	 46 	 987 	 2,1 	 2,2 	 28,13 	  
12:10 22.12.2019 	 2,2 	 2,43 	 14 	 24 	 45 	 987 	 1,9 	 2,2 	 28,12 	  
12:00 22.12.2019 	 2,09 	 2,33 	 16 	 24 	 44 	 987 	 1,8 	 2,2 	 28,12 	  
11:50 22.12.2019 	 1,98 	 2,22 	 17 	 24 	 45 	 987 	 1,8 	 2,2 	 28,09 	  
11:40 22.12.2019 	 1,88 	 2,15 	 17 	 25 	 44 	 987 	 1,7 	 2,2 	 28,13 	  
11:30 22.12.2019 	 1,78 	 2,06 	 18 	 26 	 43 	 986 	 1,8 	 2,2 	 28,14 	  
11:20 22.12.2019 	 1,68 	 1,98 	 18 	 25 	 42 	 986 	 1,8 	 2,2 	 28,11 	  
11:10 22.12.2019 	 1,59 	 1,92 	 18 	 28 	 44 	 986 	 1,8 	 2,1 	 28,13 	  
11:00 22.12.2019 	 1,5 	 1,82 	 18 	 27 	 43 	 986 	 1,6 	 2,1 	 28,08 	  
10:50 22.12.2019 	 1,42 	 1,75 	 18 	 26 	 43 	 986 	 1,6 	 2,2 	 28,08 	  
10:40 22.12.2019 	 1,35 	 1,66 	 18 	 28 	 43 	 986 	 1,7 	 2,2 	 28,04 	  
10:30 22.12.2019 	 1,29 	 1,6 	 17 	 25 	 44 	 986 	 1,5 	 2,2 	 28,04 	  
10:20 22.12.2019 	 1,23 	 1,52 	 17 	 25 	 43 	 986 	 1,6 	 2,2 	 28,08 	  
10:10 22.12.2019 	 1,18 	 1,45 	 16 	 25 	 41 	 986 	 1,3 	 2,2 	 28,11 	  
10:00 22.12.2019 	 1,14 	 1,39 	 17 	 28 	 42 	 986 	 1,4 	 2,2 	 28,07 	  
09:50 22.12.2019 	 1,11 	 1,33 	 17 	 25 	 43 	 986 	 1,4 	 2,2 	 28,09 	  
09:40 22.12.2019 	 1,09 	 1,31 	 18 	 26 	 43 	 986 	 1,4 	 2,1 	 28,06 	  
09:30 22.12.2019 	 1,07 	 1,3 	 17 	 26 	 44 	 986 	 1,3 	 2,1 	 28,05 	  
09:20 22.12.2019 	 1,07 	 1,29 	 18 	 28 	 42 	 986 	 1,4 	 2,1 	 28,13 	  
09:10 22.12.2019 	 1,08 	 1,33 	 17 	 27 	 41 	 986 	 1,3 	 2,1 	 28,22 	  
09:00 22.12.2019 	 1,09 	 1,34 	 17 	 25 	 40 	 986 	 1,3 	 2,1 	 27,96 	  
08:50 22.12.2019 	 1,12 	 1,39 	 19 	 27 	 42 	 985 	 1,2 	 2,1 	 28,01 	  
08:40 22.12.2019 	 1,15 	 1,44 	 17 	 27 	 42 	 986 	 1,1 	 2,1 	 28,04 	  
08:30 22.12.2019 	 1,2 	 1,51 	 17 	 26 	 42 	 986 	 1,1 	 2,1 	 28,06 	  
08:20 22.12.2019 	 1,25 	 1,56 	 17 	 27 	 41 	 985 	 1,2 	 2 	 28,05 	  
08:10 22.12.2019 	 1,31 	 1,64 	 18 	 27 	 42 	 985 	 1,1 	 2 	 28,05 	  
08:00 22.12.2019 	 1,37 	 1,73 	 17 	 26 	 40 	 985 	 1,1 	 2 	 28,1 	  
07:50 22.12.2019 	 1,45 	 1,81 	 18 	 27 	 39 	 985 	 1,2 	 2 	 28,09 	  
07:40 22.12.2019 	 1,53 	 1,89 	 18 	 29 	 41 	 985 	 1,2 	 2 	 28,15 	  
07:30 22.12.2019 	 1,62 	 1,99 	 18 	 29 	 41 	 985 	 1,2 	 2 	 28,13 	  
07:20 22.12.2019 	 1,71 	 2,06 	 19 	 27 	 42 	 985 	 1 	 2 	 28,04 	  
07:10 22.12.2019 	 1,8 	 2,18 	 19 	 27 	 41 	 985 	 1 	 2 	 28,07 	  
07:00 22.12.2019 	 1,9 	 2,28 	 19 	 27 	 40 	 984 	 1,1 	 2 	 28,09 	  
06:50 22.12.2019 	 2,01 	 2,4 	 17 	 29 	 41 	 984 	 1 	 2 	 28,05 	  
06:40 22.12.2019 	 2,11 	 2,48 	 18 	 28 	 41 	 984 	 1 	 2 	 28,12 	  
06:30 22.12.2019 	 2,22 	 2,6 	 17 	 26 	 41 	 984 	 1 	 2 	 28,14 	  
06:20 22.12.2019 	 2,32 	 2,72 	 18 	 26 	 41 	 984 	 1 	 2 	 28,19 	  
06:10 22.12.2019 	 2,43 	 2,82 	 18 	 26 	 42 	 984 	 1 	 2 	 28,23 	  
06:00 22.12.2019 	 2,53 	 2,93 	 19 	 29 	 41 	 984 	 1,1 	 2 	 27,95 	  
05:50 22.12.2019 	 2,63 	 3,06 	 18 	 27 	 40 	 984 	 0,9 	 2 	 27,88 	  
05:40 22.12.2019 	 2,73 	 3,16 	 17 	 27 	 41 	 984 	 1 	 2 	 27,86 	  
