 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	
02:00 07.01.2020 	 2,48 	 3,35 	 3,37 	 11 	 14 	 93 	 965 	 2,6 	  
01:50 07.01.2020 	 2,43 	 3,32 	 3,34 	 12 	 17 	 108 	 966 	 2,2 	  
01:40 07.01.2020 	 2,38 	 3,23 	 3,26 	 11 	 19 	 110 	 967 	 3,4 	  
01:30 07.01.2020 	 2,33 	 3,19 	 3,21 	 9 	 13 	 113 	 967 	 4 	  
01:20 07.01.2020 	 2,27 	 3,12 	 3,14 	 9 	 12 	 113 	 968 	 4 	  
01:10 07.01.2020 	 2,21 	 3,09 	 3,12 	 9 	 12 	 119 	 968 	 4 	  
01:00 07.01.2020 	 2,14 	 2,98 	 3 	 9 	 11 	 125 	 969 	 4,2 	  
00:50 07.01.2020 	 2,08 	 2,92 	 2,95 	 9 	 13 	 126 	 969 	 4,2 	  
00:40 07.01.2020 	 2,01 	 2,93 	 2,95 	 9 	 12 	 140 	 970 	 4,3 	  
00:30 07.01.2020 	 1,94 	 2,73 	 2,75 	 9 	 12 	 132 	 971 	 4,3 	  
00:20 07.01.2020 	 1,86 	 2,65 	 2,68 	 8 	 10 	 128 	 971 	 4,1 	  
00:10 07.01.2020 	 1,8 	 2,65 	 2,67 	 6 	 10 	 137 	 971 	 4,1 	  
00:00 07.01.2020 	 1,73 	 2,51 	 2,54 	 4 	 6 	 152 	 972 	 3,4 	  
23:50 06.01.2020 	 1,66 	 2,43 	 2,45 	 8 	 15 	 163 	 972 	 2,7 	  
23:40 06.01.2020 	 1,59 	 2,49 	 2,51 	 11 	 17 	 160 	 973 	 3,1 	  
23:30 06.01.2020 	 1,53 	 2,28 	 2,3 	 8 	 11 	 157 	 973 	 4,6 	  
23:20 06.01.2020 	 1,46 	 2,3 	 2,32 	 8 	 11 	 153 	 973 	 4,5 	  
23:10 06.01.2020 	 1,4 	 2,28 	 2,3 	 8 	 10 	 153 	 973 	 4,4 	  
23:00 06.01.2020 	 1,34 	 2,15 	 2,17 	 6 	 8 	 154 	 974 	 4,3 	  
22:50 06.01.2020 	 1,29 	 2,15 	 2,17 	 6 	 7 	 163 	 974 	 4,4 	  
22:40 06.01.2020 	 1,24 	 2,05 	 2,07 	 6 	 8 	 169 	 974 	 4,4 	  
22:30 06.01.2020 	 1,19 	 2,03 	 2,05 	 6 	 7 	 184 	 975 	 4,4 	  
22:20 06.01.2020 	 1,15 	 1,97 	 1,99 	 5 	 8 	 192 	 975 	 4,2 	  
22:10 06.01.2020 	 1,12 	 1,92 	 1,94 	 7 	 10 	 202 	 975 	 4,1 	  
22:00 06.01.2020 	 1,09 	 1,89 	 1,91 	 7 	 10 	 210 	 976 	 4,1 	  
21:50 06.01.2020 	 1,06 	 1,81 	 1,83 	 5 	 9 	 217 	 976 	 3,8 	  
21:40 06.01.2020 	 1,04 	 1,82 	 1,84 	 3 	 5 	 235 	 976 	 2,4 	  
21:30 06.01.2020 	 1,02 	 1,85 	 1,87 	 6 	 10 	 228 	 976 	 2,6 	  
21:20 06.01.2020 	 1,02 	 1,81 	 1,83 	 7 	 10 	 215 	 976 	 3,6 	  
21:10 06.01.2020 	 1,02 	 1,82 	 1,84 	 6 	 10 	 224 	 976 	 3,6 	  
21:00 06.01.2020 	 1,02 	 1,84 	 1,86 	 5 	 8 	 225 	 976 	 3,3 	  
20:50 06.01.2020 	 1,02 	 1,8 	 1,83 	 3 	 6 	 242 	 976 	 2,6 	  
20:40 06.01.2020 	 1,03 	 1,77 	 1,79 	 3 	 5 	 254 	 976 	 2,7 	  
20:30 06.01.2020 	 1,06 	 1,84 	 1,86 	 2 	 4 	 258 	 977 	 2,2 	  
20:20 06.01.2020 	 1,07 	 1,88 	 1,91 	 3 	 4 	 261 	 977 	 2,2 	  
20:10 06.01.2020 	 1,1 	 1,81 	 1,83 	 4 	 6 	 257 	 977 	 2,4 	  
20:00 06.01.2020 	 1,14 	 1,95 	 1,98 	 5 	 8 	 247 	 977 	 2,6 	  
19:50 06.01.2020 	 1,18 	 1,9 	 1,92 	 6 	 9 	 251 	 977 	 2,8 	  
19:40 06.01.2020 	 1,22 	 1,89 	 1,91 	 6 	 9 	 249 	 977 	 2,6 	  
19:30 06.01.2020 	 1,26 	 2,06 	 2,09 	 5 	 8 	 257 	 977 	 2,6 	  
19:20 06.01.2020 	 1,31 	 1,99 	 2,01 	 6 	 9 	 261 	 977 	 2,6 	  
19:10 06.01.2020 	 1,36 	 2,07 	 2,09 	 7 	 12 	 258 	 977 	 2,7 	  
19:00 06.01.2020 	 1,42 	 2,13 	 2,15 	 7 	 13 	 260 	 977 	 2,6 	  
18:50 06.01.2020 	 1,47 	 2,19 	 2,21 	 6 	 10 	 258 	 977 	 2,6 	  
18:40 06.01.2020 	 1,53 	 2,27 	 2,29 	 7 	 12 	 262 	 976 	 2,6 	  
18:30 06.01.2020 	 1,59 	 2,34 	 2,37 	 7 	 11 	 258 	 976 	 2,7 	  
18:20 06.01.2020 	 1,65 	 2,36 	 2,39 	 8 	 13 	 254 	 976 	 2,8 	  
18:10 06.01.2020 	 1,71 	 2,37 	 2,39 	 9 	 14 	 256 	 976 	 3 	  
18:00 06.01.2020 	 1,77 	 2,48 	 2,5 	 8 	 13 	 254 	 976 	 3 	  
17:50 06.01.2020 	 1,83 	 2,52 	 2,55 	 8 	 12 	 260 	 976 	 2,9 	  
17:40 06.01.2020 	 1,89 	 2,63 	 2,65 	 7 	 12 	 264 	 975 	 2,7 	  
17:30 06.01.2020 	 1,94 	 2,64 	 2,66 	 9 	 16 	 271 	 975 	 2,1 	  
17:20 06.01.2020 	 2 	 2,68 	 2,71 	 8 	 14 	 259 	 975 	 2,8 	  
17:10 06.01.2020 	 2,06 	 2,81 	 2,83 	 9 	 14 	 257 	 974 	 3,1 	  
17:00 06.01.2020 	 2,1 	 2,79 	 2,81 	 7 	 11 	 259 	 974 	 2,8 	  
16:50 06.01.2020 	 2,15 	 2,9 	 2,92 	 9 	 16 	 260 	 974 	 2,6 	  
16:40 06.01.2020 	 2,2 	 2,97 	 2,99 	 9 	 15 	 255 	 974 	 3,2 	  
16:30 06.01.2020 	 2,24 	 2,87 	 2,89 	 8 	 14 	 257 	 974 	 3,2 	  
16:20 06.01.2020 	 2,28 	 3,1 	 3,12 	 8 	 13 	 256 	 973 	 3,3 	  
16:10 06.01.2020 	 2,32 	 3 	 3,03 	 8 	 13 	 257 	 973 	 3,4 	  
16:00 06.01.2020 	 2,35 	 3,07 	 3,1 	 6 	 9 	 274 	 973 	 3,2 	  
15:50 06.01.2020 	 2,38 	 3,13 	 3,15 	 6 	 10 	 279 	 973 	 2,6 	  
15:40 06.01.2020 	 2,4 	 3,1 	 3,12 	 8 	 12 	 278 	 973 	 2,3 	  
15:30 06.01.2020 	 2,42 	 3,15 	 3,18 	 8 	 14 	 274 	 972 	 2,7 	  
15:20 06.01.2020 	 2,44 	 3,2 	 3,22 	 8 	 13 	 263 	 972 	 2,5 	  
15:10 06.01.2020 	 2,45 	 3,21 	 3,24 	 10 	 16 	 249 	 972 	 2,8 	  
15:00 06.01.2020 	 2,46 	 3,2 	 3,22 	 10 	 16 	 250 	 972 	 2,7 	  
14:50 06.01.2020 	 2,46 	 3,29 	 3,32 	 9 	 17 	 259 	 972 	 3,4 	  
14:40 06.01.2020 	 2,46 	 3,26 	 3,29 	 10 	 17 	 262 	 971 	 3,2 	  
14:30 06.01.2020 	 2,45 	 3,22 	 3,25 	 8 	 14 	 264 	 971 	 3,2 	  
14:20 06.01.2020 	 2,43 	 3,25 	 3,28 	 10 	 17 	 262 	 971 	 3,1 	  
14:10 06.01.2020 	 2,42 	 3,11 	 3,13 	 9 	 16 	 259 	 971 	 3 	  
14:00 06.01.2020 	 2,39 	 3,22 	 3,24 	 9 	 16 	 262 	 971 	 2,6 	  
13:50 06.01.2020 	 2,37 	 3,12 	 3,14 	 10 	 15 	 260 	 970 	 2,7 	  
13:40 06.01.2020 	 2,34 	 3,02 	 3,05 	 9 	 17 	 264 	 970 	 2,9 	  
13:30 06.01.2020 	 2,3 	 3,07 	 3,1 	 9 	 15 	 262 	 970 	 3 	  
13:20 06.01.2020 	 2,26 	 3,05 	 3,08 	 7 	 13 	 273 	 970 	 2,9 	  
13:10 06.01.2020 	 2,22 	 2,88 	 2,9 	 8 	 13 	 267 	 969 	 2,8 	  
13:00 06.01.2020 	 2,18 	 2,92 	 2,95 	 7 	 11 	 268 	 969 	 2,8 	  
12:50 06.01.2020 	 2,13 	 2,96 	 2,98 	 8 	 14 	 267 	 969 	 2,5 	  
12:40 06.01.2020 	 2,08 	 2,9 	 2,92 	 7 	 12 	 272 	 969 	 3 	  
12:30 06.01.2020 	 2,02 	 2,73 	 2,75 	 7 	 13 	 272 	 968 	 2,7 	  
12:20 06.01.2020 	 1,97 	 2,8 	 2,83 	 7 	 11 	 277 	 968 	 2,4 	  
12:10 06.01.2020 	 1,92 	 2,72 	 2,75 	 8 	 13 	 277 	 968 	 2,5 	  
12:00 06.01.2020 	 1,86 	 2,6 	 2,63 	 8 	 13 	 281 	 967 	 2,3 	  
11:50 06.01.2020 	 1,81 	 2,61 	 2,64 	 9 	 14 	 282 	 967 	 2,3 	  
11:40 06.01.2020 	 1,75 	 2,51 	 2,53 	 9 	 14 	 282 	 967 	 2,1 	  
11:30 06.01.2020 	 1,7 	 2,47 	 2,5 	 8 	 14 	 278 	 966 	 2,2 	  
11:20 06.01.2020 	 1,64 	 2,49 	 2,51 	 8 	 13 	 279 	 966 	 2,2 	  
11:10 06.01.2020 	 1,59 	 2,35 	 2,37 	 7 	 13 	 276 	 966 	 2,2 	  
11:00 06.01.2020 	 1,54 	 2,38 	 2,4 	 6 	 12 	 276 	 965 	 2,4 	  
10:50 06.01.2020 	 1,5 	 2,31 	 2,33 	 6 	 10 	 284 	 965 	 1,9 	  
10:40 06.01.2020 	 1,45 	 2,27 	 2,29 	 7 	 11 	 285 	 965 	 1,9 	  
10:30 06.01.2020 	 1,41 	 2,25 	 2,28 	 7 	 11 	 279 	 965 	 2,1 	  
10:20 06.01.2020 	 1,37 	 2,21 	 2,23 	 5 	 10 	 280 	 965 	 2 	  
10:10 06.01.2020 	 1,33 	 2,13 	 2,15 	 6 	 9 	 281 	 964 	 1,9 	  
10:00 06.01.2020 	 1,3 	 2,21 	 2,23 	 6 	 10 	 280 	 964 	 1,8 	  
09:50 06.01.2020 	 1,26 	 2,05 	 2,07 	 6 	 12 	 291 	 964 	 1,9 	  
09:40 06.01.2020 	 1,24 	 2,12 	 2,14 	 7 	 11 	 297 	 964 	 1,8 	  
09:30 06.01.2020 	 1,22 	 2,09 	 2,11 	 8 	 13 	 301 	 963 	 1,7 	  
09:20 06.01.2020 	 1,21 	 2,05 	 2,07 	 8 	 12 	 303 	 963 	 1,5 	  
09:10 06.01.2020 	 1,19 	 1,99 	 2,01 	 9 	 14 	 304 	 963 	 1,3 	  
09:00 06.01.2020 	 1,18 	 2,1 	 2,13 	 9 	 14 	 303 	 963 	 1,2 	  
08:50 06.01.2020 	 1,18 	 2,06 	 2,08 	 9 	 14 	 307 	 962 	 1,1 	  
08:40 06.01.2020 	 1,18 	 2,05 	 2,07 	 10 	 15 	 311 	 962 	 1,4 	  
08:30 06.01.2020 	 1,19 	 2,1 	 2,12 	 7 	 11 	 310 	 962 	 1,1 	  
08:20 06.01.2020 	 1,21 	 2,06 	 2,09 	 8 	 13 	 322 	 961 	 1 	  
08:10 06.01.2020 	 1,22 	 2,09 	 2,11 	 8 	 12 	 334 	 961 	 1,3 	  
08:00 06.01.2020 	 1,24 	 2,18 	 2,21 	 8 	 12 	 333 	 961 	 1,1 	  
07:50 06.01.2020 	 1,26 	 2,12 	 2,14 	 9 	 13 	 333 	 961 	 1,3 	  
07:40 06.01.2020 	 1,3 	 2,18 	 2,2 	 8 	 12 	 330 	 961 	 1,4 	  
07:30 06.01.2020 	 1,33 	 2,22 	 2,24 	 8 	 12 	 335 	 961 	 1,5 	  
07:20 06.01.2020 	 1,36 	 2,28 	 2,3 	 7 	 11 	 329 	 961 	 1,4 	  
07:10 06.01.2020 	 1,4 	 2,28 	 2,3 	 6 	 10 	 328 	 961 	 1,6 	  
07:00 06.01.2020 	 1,44 	 2,39 	 2,41 	 7 	 11 	 329 	 961 	 1,6 	  
06:50 06.01.2020 	 1,49 	 2,4 	 2,43 	 7 	 10 	 334 	 961 	 1,7 	  
06:40 06.01.2020 	 1,54 	 2,43 	 2,46 	 7 	 9 	 334 	 961 	 1,6 	  
06:30 06.01.2020 	 1,58 	 2,45 	 2,48 	 6 	 9 	 333 	 961 	 1,6 	  
06:20 06.01.2020 	 1,64 	 2,61 	 2,63 	 6 	 10 	 341 	 961 	 1,5 	  
06:10 06.01.2020 	 1,69 	 2,55 	 2,58 	 7 	 11 	 353 	 961 	 1,2 	  
06:00 06.01.2020 	 1,74 	 2,63 	 2,65 	 7 	 11 	 350 	 961 	 1 	  
05:50 06.01.2020 	 1,8 	 2,77 	 2,79 	 7 	 11 	 352 	 962 	 1 	  
05:40 06.01.2020 	 1,85 	 2,71 	 2,74 	 7 	 11 	 352 	 962 	 0,9 	  
05:30 06.01.2020 	 1,9 	 2,81 	 2,84 	 7 	 12 	 354 	 962 	 0,8 	  
05:20 06.01.2020 	 1,96 	 2,89 	 2,92 	 9 	 13 	 356 	 962 	 0,7 	  
05:10 06.01.2020 	 2,01 	 2,91 	 2,93 	 7 	 12 	 355 	 963 	 0,6 	  
05:00 06.01.2020 	 2,06 	 2,93 	 2,96 	 9 	 12 	 356 	 963 	 0,6 	  
04:50 06.01.2020 	 2,11 	 3,01 	 3,03 	 9 	 13 	 359 	 963 	 0,5 	  
04:40 06.01.2020 	 2,16 	 3,12 	 3,14 	 8 	 14 	 5 	 964 	 0,5 	  
04:30 06.01.2020 	 2,21 	 3,02 	 3,05 	 9 	 15 	 5 	 964 	 0,4 	  
04:20 06.01.2020 	 2,25 	 3,12 	 3,15 	 9 	 14 	 5 	 965 	 0,4 	  
04:10 06.01.2020 	 2,29 	 3,19 	 3,22 	 9 	 13 	 6 	 965 	 0,4 	  
04:00 06.01.2020 	 2,33 	 3,13 	 3,16 	 11 	 15 	 2 	 965 	 0,4 	  
03:50 06.01.2020 	 2,36 	 3,25 	 3,28 	 11 	 17 	 2 	 966 	 0,3 	  
03:40 06.01.2020 	 2,39 	 3,3 	 3,32 	 10 	 15 	 2 	 966 	 0,4 	  
03:30 06.01.2020 	 2,42 	 3,23 	 3,25 	 10 	 15 	 1 	 967 	 0,4 	  
03:20 06.01.2020 	 2,45 	 3,31 	 3,33 	 10 	 15 	 3 	 967 	 0,6 	  
03:10 06.01.2020 	 2,46 	 3,26 	 3,28 	 13 	 17 	 7 	 967 	 0,9 	  
03:00 06.01.2020 	 2,48 	 3,3 	 3,32 	 13 	 18 	 7 	 968 	 1 	  
02:50 06.01.2020 	 2,5 	 3,35 	 3,38 	 11 	 15 	 8 	 968 	 1,1 	  
02:40 06.01.2020 	 2,5 	 3,38 	 3,4 	 10 	 15 	 7 	 969 	 1,1 	  
02:30 06.01.2020 	 2,5 	 3,29 	 3,32 	 10 	 13 	 8 	 969 	 1,1 	  
02:20 06.01.2020 	 2,5 	 3,33 	 3,35 	 9 	 13 	 12 	 970 	 1,4 	  
02:10 06.01.2020 	 2,5 	 3,3 	 3,32 	 10 	 13 	 10 	 970 	 1,4 	  
02:00 06.01.2020 	 2,49 	 3,3 	 3,33 	 9 	 12 	 9 	 970 	 1,5 	  
01:50 06.01.2020 	 2,47 	 3,25 	 3,27 	 8 	 11 	 15 	 971 	 1,4 	  
01:40 06.01.2020 	 2,45 	 3,21 	 3,23 	 8 	 12 	 17 	 972 	 1,6 	  
01:30 06.01.2020 	 2,42 	 3,22 	 3,24 	 8 	 11 	 10 	 972 	 1,7 	  
01:20 06.01.2020 	 2,39 	 3,16 	 3,18 	 5 	 8 	 18 	 972 	 2 	  
01:10 06.01.2020 	 2,36 	 3,11 	 3,14 	 6 	 9 	 36 	 973 	 2,6 	  
01:00 06.01.2020 	 2,32 	 3,11 	 3,14 	 7 	 10 	 48 	 973 	 2,7 	  
00:50 06.01.2020 	 2,28 	 3,05 	 3,07 	 6 	 9 	 59 	 974 	 2,7 	  
00:40 06.01.2020 	 2,23 	 3,02 	 3,05 	 7 	 10 	 67 	 974 	 2,8 	  
00:30 06.01.2020 	 2,18 	 2,9 	 2,92 	 7 	 11 	 67 	 975 	 2,7 	  
00:20 06.01.2020 	 2,14 	 2,93 	 2,96 	 8 	 10 	 66 	 975 	 2,5 	  
00:10 06.01.2020 	 2,08 	 2,86 	 2,88 	 8 	 11 	 67 	 975 	 2,4 	  
00:00 06.01.2020 	 2,02 	 2,83 	 2,86 	 9 	 12 	 73 	 976 	 2,6 	  
23:50 05.01.2020 	 1,97 	 2,76 	 2,78 	 9 	 12 	 75 	 976 	 2,7 	  
23:40 05.01.2020 	 1,91 	 2,68 	 2,71 	 9 	 11 	 77 	 977 	 3,2 	  
23:30 05.01.2020 	 1,86 	 2,62 	 2,65 	 7 	 9 	 74 	 977 	 3,3 	  
23:20 05.01.2020 	 1,8 	 2,65 	 2,67 	 8 	 11 	 77 	 977 	 3,4 	  
23:10 05.01.2020 	 1,74 	 2,48 	 2,51 	 8 	 11 	 79 	 978 	 3,6 	  
23:00 05.01.2020 	 1,69 	 2,51 	 2,54 	 8 	 11 	 78 	 978 	 3,7 	  
22:50 05.01.2020 	 1,63 	 2,45 	 2,48 	 7 	 10 	 74 	 978 	 3,7 	  
22:40 05.01.2020 	 1,58 	 2,33 	 2,36 	 8 	 12 	 80 	 978 	 3,5 	  
22:30 05.01.2020 	 1,52 	 2,33 	 2,36 	 8 	 11 	 82 	 979 	 3,6 	  
22:20 05.01.2020 	 1,47 	 2,25 	 2,28 	 7 	 9 	 82 	 979 	 3,8 	  
22:10 05.01.2020 	 1,42 	 2,22 	 2,24 	 7 	 9 	 74 	 979 	 3,8 	  
22:00 05.01.2020 	 1,38 	 2,19 	 2,21 	 6 	 9 	 70 	 980 	 3,6 	  
21:50 05.01.2020 	 1,34 	 2,07 	 2,1 	 7 	 9 	 72 	 980 	 3,5 	  
21:40 05.01.2020 	 1,3 	 2,1 	 2,13 	 6 	 8 	 76 	 980 	 4 	  
21:30 05.01.2020 	 1,26 	 2,01 	 2,03 	 6 	 8 	 97 	 981 	 4,2 	  
21:20 05.01.2020 	 1,22 	 2,03 	 2,05 	 5 	 8 	 105 	 981 	 4,7 	  
21:10 05.01.2020 	 1,2 	 1,91 	 1,93 	 6 	 8 	 108 	 981 	 4,6 	  
21:00 05.01.2020 	 1,18 	 2,09 	 2,11 	 5 	 8 	 114 	 981 	 4,5 	  
20:50 05.01.2020 	 1,15 	 1,86 	 1,88 	 5 	 8 	 116 	 982 	 4,5 	  
20:40 05.01.2020 	 1,14 	 1,9 	 1,92 	 6 	 9 	 119 	 982 	 4,6 	  
20:30 05.01.2020 	 1,13 	 1,92 	 1,95 	 6 	 8 	 125 	 982 	 4,9 	  
20:20 05.01.2020 	 1,12 	 1,91 	 1,93 	 7 	 9 	 124 	 982 	 4,9 	  
20:10 05.01.2020 	 1,12 	 1,88 	 1,9 	 7 	 9 	 125 	 983 	 4,8 	  
20:00 05.01.2020 	 1,12 	 1,88 	 1,9 	 5 	 10 	 120 	 983 	 4,8 	  
19:50 05.01.2020 	 1,13 	 1,81 	 1,83 	 5 	 6 	 120 	 984 	 4,3 	  
19:40 05.01.2020 	 1,14 	 1,99 	 2,01 	 4 	 6 	 147 	 984 	 4,7 	  
19:30 05.01.2020 	 1,16 	 1,81 	 1,84 	 4 	 7 	 148 	 984 	 4,8 	  
19:20 05.01.2020 	 1,18 	 1,91 	 1,93 	 4 	 6 	 133 	 984 	 4,8 	  
19:10 05.01.2020 	 1,21 	 1,97 	 2 	 4 	 7 	 135 	 985 	 4,9 	  
19:00 05.01.2020 	 1,23 	 1,95 	 1,98 	 6 	 7 	 153 	 985 	 5,4 	  
18:50 05.01.2020 	 1,27 	 1,99 	 2,01 	 6 	 7 	 159 	 985 	 5,2 	  
18:40 05.01.2020 	 1,3 	 2,12 	 2,14 	 7 	 8 	 167 	 985 	 5,4 	  
18:30 05.01.2020 	 1,34 	 2,03 	 2,05 	 6 	 8 	 169 	 985 	 5,5 	  
18:20 05.01.2020 	 1,38 	 2,13 	 2,15 	 7 	 9 	 174 	 985 	 5,3 	  
18:10 05.01.2020 	 1,43 	 2,18 	 2,21 	 7 	 8 	 174 	 986 	 5,6 	  
18:00 05.01.2020 	 1,47 	 2,26 	 2,28 	 6 	 7 	 170 	 986 	 5,5 	  
17:50 05.01.2020 	 1,52 	 2,26 	 2,28 	 7 	 8 	 180 	 986 	 5,5 	  
17:40 05.01.2020 	 1,57 	 2,29 	 2,31 	 6 	 8 	 186 	 986 	 5,6 	  
17:30 05.01.2020 	 1,62 	 2,32 	 2,35 	 5 	 7 	 177 	 986 	 5,2 	  
17:20 05.01.2020 	 1,67 	 2,37 	 2,39 	 5 	 7 	 179 	 986 	 4,5 	  
17:10 05.01.2020 	 1,73 	 2,45 	 2,47 	 9 	 17 	 194 	 987 	 4,3 	  
17:00 05.01.2020 	 1,78 	 2,48 	 2,5 	 6 	 9 	 195 	 986 	 5,6 	  
16:50 05.01.2020 	 1,82 	 2,59 	 2,62 	 6 	 8 	 185 	 986 	 5,5 	  
16:40 05.01.2020 	 1,88 	 2,62 	 2,64 	 6 	 8 	 188 	 987 	 5,2 	  
16:30 05.01.2020 	 1,93 	 2,7 	 2,73 	 6 	 8 	 205 	 987 	 5,1 	  
16:20 05.01.2020 	 1,98 	 2,69 	 2,72 	 7 	 11 	 221 	 987 	 4,8 	  
16:10 05.01.2020 	 2,02 	 2,84 	 2,87 	 8 	 11 	 219 	 987 	 4,2 	  
16:00 05.01.2020 	 2,06 	 2,8 	 2,82 	 10 	 12 	 210 	 987 	 5,4 	  
15:50 05.01.2020 	 2,11 	 2,84 	 2,87 	 7 	 9 	 200 	 987 	 5,2 	  
15:40 05.01.2020 	 2,15 	 2,92 	 2,95 	 9 	 12 	 195 	 987 	 4,5 	  
15:30 05.01.2020 	 2,19 	 3 	 3,03 	 10 	 15 	 206 	 987 	 3,8 	  
15:20 05.01.2020 	 2,22 	 2,92 	 2,95 	 9 	 13 	 219 	 987 	 5,4 	  
15:10 05.01.2020 	 2,26 	 2,94 	 2,97 	 10 	 14 	 214 	 987 	 5,4 	  
15:00 05.01.2020 	 2,29 	 3,14 	 3,17 	 11 	 14 	 210 	 987 	 5,6 	  
14:50 05.01.2020 	 2,31 	 3,06 	 3,09 	 10 	 13 	 213 	 987 	 5,5 	  
14:40 05.01.2020 	 2,34 	 3,14 	 3,16 	 10 	 13 	 211 	 987 	 5,4 	  
14:30 05.01.2020 	 2,35 	 3,18 	 3,21 	 10 	 14 	 212 	 987 	 5 	  
14:20 05.01.2020 	 2,37 	 3,11 	 3,14 	 9 	 14 	 218 	 987 	 5,2 	  
14:10 05.01.2020 	 2,38 	 3,24 	 3,26 	 11 	 17 	 215 	 987 	 4,3 	  
14:00 05.01.2020 	 2,38 	 3,18 	 3,21 	 11 	 15 	 214 	 987 	 5,4 	  
13:50 05.01.2020 	 2,38 	 3,16 	 3,18 	 11 	 16 	 214 	 987 	 5,4 	  
13:40 05.01.2020 	 2,38 	 3,23 	 3,26 	 12 	 15 	 210 	 987 	 5,2 	  
13:30 05.01.2020 	 2,38 	 3,17 	 3,2 	 9 	 17 	 219 	 987 	 4,8 	  
13:20 05.01.2020 	 2,36 	 3,25 	 3,27 	 6 	 9 	 228 	 987 	 4,2 	  
13:10 05.01.2020 	 2,34 	 3,15 	 3,18 	 8 	 14 	 239 	 987 	 3,6 	  
13:00 05.01.2020 	 2,33 	 3,09 	 3,11 	 10 	 15 	 218 	 987 	 4,1 	  
12:50 05.01.2020 	 2,3 	 3,15 	 3,18 	 9 	 13 	 217 	 987 	 4,6 	  
12:40 05.01.2020 	 2,28 	 3,05 	 3,08 	 10 	 13 	 211 	 987 	 4,3 	  
12:30 05.01.2020 	 2,25 	 3,06 	 3,09 	 12 	 19 	 213 	 987 	 3,8 	  
12:20 05.01.2020 	 2,22 	 3,1 	 3,13 	 9 	 14 	 226 	 987 	 4,4 	  
12:10 05.01.2020 	 2,18 	 2,99 	 3,02 	 10 	 14 	 223 	 987 	 4,2 	  
12:00 05.01.2020 	 2,14 	 2,91 	 2,94 	 10 	 14 	 222 	 987 	 3,7 	  
11:50 05.01.2020 	 2,1 	 2,96 	 2,99 	 10 	 15 	 223 	 987 	 3,3 	  
11:40 05.01.2020 	 2,06 	 2,87 	 2,9 	 10 	 16 	 220 	 987 	 2,8 	  
11:30 05.01.2020 	 2,02 	 2,83 	 2,86 	 11 	 15 	 211 	 986 	 3,2 	  
11:20 05.01.2020 	 1,98 	 2,78 	 2,8 	 13 	 18 	 212 	 986 	 3,1 	  
11:10 05.01.2020 	 1,93 	 2,8 	 2,82 	 11 	 16 	 219 	 986 	 3,7 	  
11:00 05.01.2020 	 1,88 	 2,71 	 2,74 	 12 	 18 	 220 	 986 	 3,4 	  
10:50 05.01.2020 	 1,83 	 2,68 	 2,7 	 11 	 16 	 217 	 986 	 3 	  
10:40 05.01.2020 	 1,79 	 2,64 	 2,67 	 12 	 21 	 226 	 986 	 3 	  
10:30 05.01.2020 	 1,74 	 2,57 	 2,59 	 11 	 18 	 218 	 986 	 3,9 	  
10:20 05.01.2020 	 1,7 	 2,63 	 2,66 	 13 	 21 	 217 	 986 	 3,4 	  
10:10 05.01.2020 	 1,66 	 2,41 	 2,43 	 10 	 15 	 223 	 986 	 4 	  
10:00 05.01.2020 	 1,62 	 2,5 	 2,53 	 11 	 18 	 223 	 986 	 3,4 	  
09:50 05.01.2020 	 1,57 	 2,51 	 2,53 	 12 	 20 	 222 	 986 	 3,6 	  
09:40 05.01.2020 	 1,54 	 2,44 	 2,47 	 12 	 16 	 217 	 985 	 3,4 	  
09:30 05.01.2020 	 1,5 	 2,38 	 2,41 	 14 	 25 	 220 	 985 	 2,4 	  
09:20 05.01.2020 	 1,46 	 2,26 	 2,29 	 12 	 17 	 220 	 985 	 3,9 	  
09:10 05.01.2020 	 1,43 	 2,35 	 2,37 	 14 	 21 	 217 	 985 	 2,8 	  
09:00 05.01.2020 	 1,4 	 2,3 	 2,32 	 11 	 23 	 224 	 985 	 3,6 	  
08:50 05.01.2020 	 1,38 	 2,2 	 2,23 	 10 	 18 	 229 	 984 	 3,5 	  
08:40 05.01.2020 	 1,35 	 2,29 	 2,32 	 12 	 19 	 228 	 984 	 4,2 	  
08:30 05.01.2020 	 1,33 	 2,24 	 2,26 	 15 	 22 	 222 	 984 	 4,4 	  
08:20 05.01.2020 	 1,31 	 2,25 	 2,27 	 15 	 20 	 221 	 984 	 4,6 	  
08:10 05.01.2020 	 1,3 	 2,28 	 2,31 	 14 	 19 	 220 	 983 	 4,7 	  
08:00 05.01.2020 	 1,29 	 2,16 	 2,18 	 15 	 21 	 219 	 983 	 4,7 	  
07:50 05.01.2020 	 1,29 	 2,21 	 2,23 	 14 	 20 	 220 	 983 	 4,8 	  
07:40 05.01.2020 	 1,29 	 2,24 	 2,27 	 14 	 21 	 220 	 983 	 4,7 	  
07:30 05.01.2020 	 1,29 	 2,17 	 2,2 	 15 	 20 	 221 	 983 	 4,6 	  
07:20 05.01.2020 	 1,3 	 2,19 	 2,21 	 14 	 21 	 223 	 983 	 4,6 	  
07:10 05.01.2020 	 1,3 	 2,26 	 2,28 	 15 	 20 	 221 	 983 	 4,7 	  
